drugname,pt,A,drug_reports,reaction_reports,B,C,D,A_adj,B_adj,C_adj,D_adj,PRR,ROR,ChiSquare,ROR_Lower95,ROR_Upper95,Signal
FOLATE SODIUM,VENTRICULAR HYPOKINESIA,11,123,45,112,34,385121,11,112.0,34.0,385121,1013.08106169297,1112.4818802521008,8404.196849798265,549.8781082003845,2250.7095944220478,🔴 Strong
MIRTAZAPINE,OSCILLOPSIA,13,705,20,692,7,384566,13,692.0,7.0,384566,1013.059574468085,1032.07225433526,-4229.627772493291,410.5265033635021,2594.6513305268986,🟢 Weak
ALFENTANIL,MYOCLONUS,3,7,166,4,163,385108,3,4.0,163.0,385108,1012.982471516214,1771.9693251533745,2979.4217267529057,393.47497062092566,7979.860280133201,🔴 Strong
RIVAROXABAN,ANTICOAGULATION DRUG LEVEL INCREASED,3,380,6,377,3,384895,3,377.0,3.0,384895,1012.8894736842108,1020.9416445623342,1516.3593059602165,205.4009092306441,5074.572675972064,🔴 Strong
RIVAROXABAN,CARDIAC PSEUDOANEURYSM,3,380,6,377,3,384895,3,377.0,3.0,384895,1012.8894736842108,1020.9416445623342,1516.3593059602165,205.4009092306441,5074.572675972064,🔴 Strong
NORTRIPTYLINE,PRODUCT USED FOR UNKNOWN INDICATION,9,163,30,154,21,385094,9,154.0,21.0,385094,1012.572304995618,1071.6901669758813,6367.10752350691,483.13244133083447,2377.235962108205,🔴 Strong
MELOXICAM,BRAIN STEM SYNDROME,3,163,10,160,7,385108,3,160.0,7.0,385108,1012.572304995618,1031.5392857142858,2122.2589982522904,264.3907768926249,4024.6233642411935,🔴 Strong
CHOLECALCIFEROL,CENTRAL NERVOUS SYSTEM LUPUS,6,570,10,564,4,384704,6,564.0,4.0,384704,1012.3894736842104,1023.1489361702128,2425.0000490368034,287.945965294555,3635.52149277514,🔴 Strong
DALTEPARIN SODIUM,BLOOD URIC ACID INCREASED,9,25,146,16,137,385116,9,16.0,137.0,385116,1012.3436496350364,1581.2244525547446,8535.802686358968,686.970270832085,3639.561820235144,🔴 Strong
OTRIVIN,BLOOD URIC ACID INCREASED,9,25,146,16,137,385116,9,16.0,137.0,385116,1012.3436496350364,1581.2244525547446,8535.802686358968,686.970270832085,3639.561820235144,🔴 Strong
MENTHOL,ULCER HAEMORRHAGE,5,11,178,6,173,385094,5,6.0,173.0,385094,1012.2622175512348,1854.980732177264,4911.694350276074,560.8581665191493,6135.1580883710185,🔴 Strong
CEPHALEXIN,DUST ALLERGY,21,131,82,110,61,385086,21,110.0,61.0,385086,1012.1495432361406,1205.1871833084947,4208.740753703714,709.4166484412181,2047.4232596634863,🔴 Strong
CYANOCOBALAMIN,MULTIPLE DRUG THERAPY,11,79,64,68,53,385146,11,68.0,53.0,385146,1011.9868641031763,1175.5288568257492,9201.886652200246,588.7115754100564,2347.275220922127,🔴 Strong
ELECTROLYTES NOS\POLYETHYLENE GLYCOL 3350,APPENDICITIS,5,7,277,2,272,384999,5,2.0,272.0,384999,1011.7410714285714,3538.59375,4961.145216038917,683.5687908900732,18318.04771431217,🔴 Strong
FENOTEROL,APPENDICITIS,5,7,277,2,272,384999,5,2.0,272.0,384999,1011.7410714285714,3538.59375,4961.145216038917,683.5687908900732,18318.04771431217,🔴 Strong
HYALURONIDASE (HUMAN RECOMBINANT)\RITUXIMAB,MATERNAL EXPOSURE TIMING UNSPECIFIED,5,14,141,9,136,385128,5,9.0,136.0,385128,1011.7226890756305,1573.235294117647,4871.372140276666,520.5081922963878,4755.101509042316,🔴 Strong
SEPTRA,RESPIRATORY SYMPTOM,15,34,183,19,168,385076,15,19.0,168.0,385076,1011.6701680672268,1809.5676691729325,-6073.8869827399,904.3143650224548,3621.0141914915216,🟢 Weak
PENTASA,FEMALE GENITAL TRACT FISTULA,7,43,69,36,62,385173,7,36.0,62.0,385173,1011.494748687172,1207.979838709677,6350.719243621148,517.8374422376178,2817.9022444257225,🔴 Strong
ACETAZOLAMIDE,PULMONARY VASCULITIS,7,62,50,55,43,385173,7,55.0,43.0,385173,1011.4448612153038,1140.046934460888,6077.652752421064,491.4691964256781,2644.5340261934725,🔴 Strong
DASATINIB,CHYLOTHORAX,13,225,35,212,22,385031,13,212.0,22.0,385031,1011.250303030303,1073.1996140651802,-7543.380756866005,533.5998160388376,2158.466657990418,🟢 Weak
FLOVENT DISKUS,OXYGEN SATURATION ABNORMAL,3,9,130,6,127,385142,3,6.0,127.0,385142,1011.2047244094488,1516.3070866141732,2958.747388823777,375.1140254574983,6129.3020918431885,🔴 Strong
PIPERACILLIN SODIUM\TAZOBACTAM SODIUM,PROTOTHECOSIS,7,444,13,437,6,384828,7,437.0,6.0,384828,1011.2004504504504,1027.3821510297482,3260.6069769528644,343.88177232406986,3069.4098065186463,🔴 Strong
LOMOTIL,PARAESTHESIA ORAL,11,16,273,5,262,385000,11,5.0,262.0,385000,1010.9451335877862,3232.8244274809163,10658.771360134686,1115.489946409376,9369.115170027577,🔴 Strong
CALCIUM LACTATE,SWOLLEN JOINT COUNT,7,127,28,120,21,385130,7,120.0,21.0,385130,1010.8950131233596,1069.8055555555557,5297.088977175362,446.4379731439466,2563.590007000838,🔴 Strong
PROTONIX,MITRAL VALVE THICKENING,4,25,65,21,61,385192,4,21.0,61.0,385192,1010.4996721311476,1202.7853239656515,3786.395130478128,401.04317449454106,3607.323668755892,🔴 Strong
PREDNISONE,MUCOEPIDERMOID CARCINOMA OF SALIVARY GLAND,7,5265,7,5258,0,380013,7,5258.0,0.5,380013,1010.4822412155746,1011.8261696462532,505.2496355689868,57.41104859954086,17832.668494217254,🔴 Strong
TITANIUM,BLOOD URIC ACID INCREASED,3,8,146,5,143,385127,3,5.0,143.0,385127,1010.3234265734266,1615.9174825174823,2963.9394409000515,382.57304377280497,6825.335325654368,🔴 Strong
VILANTEROL,BLOOD URIC ACID INCREASED,3,8,146,5,143,385127,3,5.0,143.0,385127,1010.3234265734266,1615.9174825174823,2963.9394409000515,382.57304377280497,6825.335325654368,🔴 Strong
DESOGESTREL\ETHINYL ESTRADIOL,MATERNAL EXPOSURE TIMING UNSPECIFIED,9,26,141,17,132,385120,9,17.0,132.0,385120,1010.2762237762238,1544.598930481283,8498.381990958696,676.3607987631626,3527.386360071024,🔴 Strong
VORTIOXETINE,AMAUROSIS FUGAX,8,122,33,114,25,385131,8,114.0,25.0,385131,1010.2452459016396,1081.0694736842106,6111.1066782178295,477.5434519653672,2447.3400318273325,🔴 Strong
RIBOCICLIB,HORMONE RECEPTOR POSITIVE HER2 NEGATIVE BREAST CANCER,9,343,19,334,10,384925,9,334.0,10.0,384925,1010.033527696793,1037.2230538922156,4775.135833312982,418.7924621854716,2568.8897500954517,🔴 Strong
TIOTROPIUM BROMIDE MONOHYDRATE,BRONCHIAL WALL THICKENING,4,109,18,105,14,385155,4,105.0,14.0,385155,1009.6173001310616,1048.0408163265306,3134.958923411028,339.37834776559566,3236.4750430249105,🔴 Strong
AMLODIPINE MESYLATE,BLOOD CALCIUM DECREASED,5,9,217,4,212,385057,5,4.0,212.0,385057,1009.6147798742138,2270.3832547169814,4924.7678609524655,605.4785414680764,8513.3324639401,🔴 Strong
PROMETHAZINE,FEAR OF DEATH,8,71,51,63,43,385164,8,63.0,43.0,385164,1009.386177530298,1137.4352159468438,6795.824789745265,514.1287461641448,2516.4102963093,🔴 Strong
DULCOLAX (BISACODYL),BLOOD PHOSPHORUS INCREASED,11,56,86,45,75,385147,11,45.0,75.0,385147,1008.914761904762,1255.293925925926,9661.52283694808,625.2210440805878,2520.329178592742,🔴 Strong
SODIUM BICARBONATE\SODIUM CHLORIDE,EOSINOPHIL COUNT DECREASED,13,34,159,21,146,385098,13,21.0,146.0,385098,1008.8984689766316,1632.835616438356,-10974.777627053629,802.3993640562182,3322.724655253874,🟢 Weak
YEAST,BONE EROSION,4,8,195,4,191,385079,4,4.0,191.0,385079,1008.5602094240838,2016.1204188481677,3945.652171956803,500.5763875529102,8120.122411620688,🔴 Strong
THIORIDAZINE,PARKINSONISM,8,16,199,8,191,385071,8,8.0,191.0,385071,1008.5392670157069,2016.0785340314137,7732.604597263818,748.9677592201676,5426.899362950321,🔴 Strong
COVID-19 VACCINE NOS,IMMUNISATION REACTION,11,210,31,199,20,385048,11,199.0,20.0,385048,1008.5114285714286,1064.203015075377,7143.566149876156,503.3212244348331,2250.109874796577,🔴 Strong
AMOXICILLIN\CLARITHROMYCIN\ESOMEPRAZOLE,PULMONARY ALVEOLAR HAEMORRHAGE,5,13,152,8,147,385118,5,8.0,147.0,385118,1008.0193615907904,1637.406462585034,4866.557850185234,529.4607120556486,5063.831673753045,🔴 Strong
SULFAMETHOXAZOLE\TRIMETHOPRIM,AIRWAY REMODELLING,10,636,16,626,6,384636,10,626.0,6.0,384636,1007.9716981132076,1024.0575079872206,3772.554256615924,371.057246994773,2826.231769244408,🔴 Strong
PHOSPHORUS,BREAST CANCER STAGE II,10,39,108,29,98,385141,10,29.0,98.0,385141,1007.9513343799058,1355.1759324419422,9130.64540133302,642.9972812274896,2856.1579675173475,🔴 Strong
UMECLIDINIUM BROMIDE,BRONCHOPULMONARY ASPERGILLOSIS ALLERGIC,13,92,67,79,54,385132,13,79.0,54.0,385132,1007.934380032206,1173.6324425691514,-9627.53131571537,616.1138663168779,2235.646989224562,🟢 Weak
AMIODARONE HYDROCHLORIDE,HYPERPHOSPHATAEMIA,21,107,96,86,75,385096,21,86.0,75.0,385096,1007.9241121495328,1253.800930232558,4403.119549404967,739.435625053782,2125.9683999370304,🔴 Strong
AMITRIPTYLINE HYDROCHLORIDE,CREATININE RENAL CLEARANCE DECREASED,13,138,49,125,36,385104,13,125.0,36.0,385104,1007.8140096618356,1112.5226666666667,-8779.05252623939,576.1610533388665,2148.195676668134,🟢 Weak
LEFLUNOMIDE,TENDER JOINT COUNT,3,1144,4,1141,1,384133,3,1141.0,1.0,384133,1007.3444055944055,1009.9903593339176,754.016877016605,104.97656107357184,9717.221782799134,🔴 Strong
AMOXICILLIN\CLAVULANATE POTASSIUM,ANTINEUTROPHIL CYTOPLASMIC ANTIBODY POSITIVE,15,155,52,140,37,385086,15,140.0,37.0,385086,1007.2964254577156,1115.1138996138995,-4695.5141916113525,598.4304414057349,2077.900659918203,🟢 Weak
ACETAMINOPHEN\BUTALBITAL,"SLEEP DISORDER DUE TO GENERAL MEDICAL CONDITION, INSOMNIA TYPE",8,9,348,1,340,384929,8,1.0,340.0,384929,1007.2392156862744,9057.152941176471,7864.153153807514,1129.6894334650822,72614.66467668544,🔴 Strong
REFRESH OPTIVE,EYE OPERATION,4,10,157,6,153,385115,4,6.0,153.0,385115,1007.2366013071896,1678.0610021786492,3920.1032149838857,468.8727654215256,6005.656405530984,🔴 Strong
DALTEPARIN SODIUM,IRON DEFICIENCY,10,25,163,15,153,385100,10,15.0,153.0,385100,1007.197385620915,1677.995642701525,9439.291154589817,742.2186372296203,3793.584849115316,🔴 Strong
PEGCETACOPLAN,EXTRAVASATION,4,30,55,26,51,385197,4,26.0,51.0,385197,1007.18431372549,1161.9819004524886,3728.8559919780273,391.50544081227787,3448.743736939742,🔴 Strong
DEXPANTHENOL,ANTACID THERAPY,4,45,38,41,34,385199,4,41.0,34.0,385199,1007.1450980392158,1105.3055954088952,3597.719800457717,375.23596393923015,3255.819208843398,🔴 Strong
CODEINE PHOSPHATE,ANTIPHOSPHOLIPID ANTIBODIES,4,102,19,98,15,385161,4,98.0,15.0,385161,1006.9960784313724,1048.057142857143,3173.831480207289,341.75898184031576,3214.0304514574755,🔴 Strong
ISONIAZID,LOSS OF EMPLOYMENT,10,153,35,143,25,385100,10,143.0,25.0,385100,1006.8627450980392,1077.2027972027972,7178.250227923665,508.09012634852405,2283.77960154569,🔴 Strong
VANTAS,DELUSION,3,3,331,0,328,384947,3,0.5,328.0,384947,1006.8162020905922,7041.713414634146,3488.9727865194573,352.0243480532363,140858.80163703798,🔴 Strong
NAFRONYL,NEPHROPATHY TOXIC,3,4,290,1,287,384987,3,1.0,287.0,384987,1006.8135888501744,4024.254355400697,2985.5070462601134,417.3496801992204,38803.487543661286,🔴 Strong
ADVAIR HFA,ANTINEUTROPHIL CYTOPLASMIC ANTIBODY POSITIVE,25,354,52,329,27,384897,25,329.0,27.0,384897,1006.811048336472,1083.240459304289,-471.14143598928746,622.0785480529851,1886.2728771894947,🟢 Weak
TRIAMCINOLONE HEXACETONIDE,POLYARTHRITIS,3,7,167,4,164,385107,3,4.0,164.0,385107,1006.8057491289196,1761.1600609756097,2961.552660158678,391.09339162813495,7930.803298575804,🔴 Strong
PREZCOBIX,CORONARY ARTERY STENOSIS,3,14,85,11,82,385182,3,11.0,82.0,385182,1006.787456445993,1281.0931263858092,2908.6176828389684,350.94240239184336,4676.549733766542,🔴 Strong
PROPYLENE GLYCOL,PLEURITIC PAIN,3,14,85,11,82,385182,3,11.0,82.0,385182,1006.787456445993,1281.0931263858092,2908.6176828389684,350.94240239184336,4676.549733766542,🔴 Strong
TYKERB,GASTROINTESTINAL BACTERIAL INFECTION,3,28,44,25,41,385209,3,25.0,41.0,385209,1006.7508710801392,1127.4409756097562,2809.0589699853394,327.54361767526774,3880.775215544245,🔴 Strong
APIXABAN,OSTEOCHONDRODYSPLASIA,7,891,10,884,3,384384,7,884.0,3.0,384384,1006.6251402918068,1014.5882352941176,2109.769640462259,261.9360489450639,3929.925992787375,🔴 Strong
INSULIN ASPART,ANTICOAGULANT THERAPY,14,206,40,192,26,385046,14,192.0,26.0,385046,1006.536221060493,1079.8565705128206,-5948.881431169447,555.3637138513122,2099.6874368927693,🟢 Weak
TAMOXIFEN,HYPERMETROPIA,3,164,10,161,7,385107,3,161.0,7.0,385107,1006.3954703832752,1025.1295474711624,2109.2873216117077,262.7623077446036,3999.396253285544,🔴 Strong
TORSEMIDE,FEAR OF FALLING,7,141,26,134,19,385118,7,134.0,19.0,385118,1006.3303471444568,1058.847604084839,5137.887813633101,437.8814717713274,2560.4149089498387,🔴 Strong
BIOTIN,END STAGE RENAL DISEASE,17,39,184,22,167,385072,17,22.0,167.0,385072,1005.5370796867804,1781.770277626565,-1836.3386804082484,929.3735594849246,3415.9626017259707,🟢 Weak
AZITHROMYCIN ANHYDROUS,MITE ALLERGY,11,86,60,75,49,385143,11,75.0,49.0,385143,1005.4845752254392,1152.8089795918368,9016.04945319832,577.0645784230746,2302.980624905451,🔴 Strong
TYROTHRICIN,JOINT DISLOCATION,39,51,332,12,293,384934,39,12.0,293.0,384934,1005.4107608913872,4269.745733788396,-2167.8334325829983,2213.272047549539,8237.003061322126,🟢 Weak
CALCIUM,CARDIAC SEPTAL DEFECT,11,351,23,340,12,384915,11,340.0,12.0,384915,1005.2699430199432,1037.7610294117646,5758.246524260519,454.7684511891278,2368.1237151560617,🔴 Strong
XIIDRA,BLOOD FOLATE DECREASED,6,121,25,115,19,385138,6,115.0,19.0,385138,1005.1944323618964,1057.587185354691,4574.8680030044425,414.8285800461427,2696.2719263509844,🔴 Strong
NICARDIPINE HYDROCHLORIDE,NEONATAL RESPIRATORY DISTRESS,3,46,28,43,25,385207,3,43.0,25.0,385207,1004.9530434782608,1074.9962790697675,2686.679285697998,312.8588351193402,3693.732988467582,🔴 Strong
SULFATRIM,SWOLLEN JOINT COUNT,3,46,28,43,25,385207,3,43.0,25.0,385207,1004.9530434782608,1074.9962790697675,2686.679285697998,312.8588351193402,3693.732988467582,🔴 Strong
RUPATADINE FUMARATE,RESPIRATORY SYMPTOM,6,13,183,7,177,385088,6,7.0,177.0,385088,1004.6023468057368,1864.8329297820824,5821.151549442606,620.5287805459577,5604.255539831588,🔴 Strong
PROPAFENONE HYDROCHLORIDE,DYSLIPIDAEMIA,4,13,122,9,118,385147,4,9.0,118.0,385147,1004.6023468057368,1450.6478342749529,3880.1530737893218,440.6309013957047,4775.831954638135,🔴 Strong
RUPATADINE,VASCULITIS,23,36,268,13,245,384997,23,13.0,245.0,384997,1004.599319727891,2780.198116169545,-4685.949100239493,1392.3388341742273,5551.451539981596,🟢 Weak
PYRIDOXINE,SLEEP DISORDER THERAPY,4,59,30,55,26,385193,4,55.0,26.0,385193,1004.4823989569752,1077.462937062937,3475.546393964801,363.9448081851901,3189.8418513874344,🔴 Strong
CHLORAMPHENICOL PALMITATE,CORONARY ARTERY DISEASE,8,11,287,3,279,384988,8,3.0,279.0,384988,1004.2802215705442,3679.6941457586618,7800.555282846342,971.1458164703492,13942.44692886858,🔴 Strong
COLESEVELAM,CORONARY ARTERY DISEASE,8,11,287,3,279,384988,8,3.0,279.0,384988,1004.2802215705442,3679.6941457586618,7800.555282846342,971.1458164703492,13942.44692886858,🔴 Strong
OMEPRAZOLE,BRAIN SCAN ABNORMAL,8,766,12,758,4,384508,8,758.0,4.0,384508,1003.9477806788512,1014.532981530343,2671.946626018556,304.8500865138596,3376.3387846900014,🔴 Strong
OMEPRAZOLE,HEREDITARY ALPHA TRYPTASAEMIA,6,766,9,760,3,384509,6,760.0,3.0,384509,1003.947780678851,1011.8657894736842,2003.9443651442205,252.5971527646426,4053.380510037636,🔴 Strong
THYMOL IODIDE,JOINT DISLOCATION,3,3,332,0,329,384946,3,0.5,329.0,384946,1003.7559704732956,7020.29179331307,3478.4547961282547,350.9555386764557,140429.46023625525,🔴 Strong
SPIRIVA,NORMOCHROMIC NORMOCYTIC ANAEMIA,31,290,72,259,41,384947,31,259.0,41.0,384947,1003.7534062237174,1123.7740841887182,-184.8271192854212,693.8836610987105,1819.9998978136173,🟢 Weak
DEXTROSE\HEPARIN SODIUM,ULCER,6,7,335,1,329,384942,6,1.0,329.0,384942,1003.7455492835433,7020.218844984803,5907.965886551204,842.8166080122056,58474.72885912326,🔴 Strong
ZENHALE,FORCED EXPIRATORY VOLUME DECREASED,23,97,114,74,91,385090,23,74.0,91.0,385090,1003.6437068086552,1315.2762102762103,-4093.320423298312,788.9941888339671,2192.603613310764,🟢 Weak
CLIOQUINOL\FLUMETHASONE PIVALATE,SWOLLEN JOINT COUNT INCREASED,3,4,291,1,288,384986,3,1.0,288.0,384986,1003.3177083333334,4010.2708333333335,2975.234686439625,415.9037339446074,38668.25624322472,🔴 Strong
IODINE\METHYL SALICYLATE,SWOLLEN JOINT COUNT INCREASED,3,4,291,1,288,384986,3,1.0,288.0,384986,1003.3177083333334,4010.2708333333335,2975.234686439625,415.9037339446074,38668.25624322472,🔴 Strong
FASTURTEC,CLOSTRIDIUM DIFFICILE COLITIS,3,6,195,3,192,385080,3,3.0,192.0,385080,1003.3125,2005.625,2959.223767149827,402.2748126556017,9999.461845673131,🔴 Strong
POLYMYXIN B SULFATE,MACULAR DEGENERATION,6,8,294,2,288,384982,6,2.0,288.0,384982,1003.3072916666669,4010.2291666666665,5889.734922527202,806.017244159177,19952.34976140044,🔴 Strong
YEAST,ONYCHOMADESIS,4,8,196,4,192,385078,4,4.0,192.0,385078,1003.3072916666666,2005.6145833333333,3925.490691011633,497.9866479840391,8077.505437471626,🔴 Strong
PURINETHOL,FEBRILE BONE MARROW APLASIA,3,9,131,6,128,385141,3,6.0,128.0,385141,1003.3046875,1504.45703125,2936.123382759251,372.21396701083086,6080.886692819078,🔴 Strong
FISH OIL,BRONCHOPULMONARY ASPERGILLOSIS ALLERGIC,3,18,67,15,64,385196,3,15.0,64.0,385196,1003.28125,1203.7375,2869.845207123536,340.21934114084314,4258.97000460772,🔴 Strong
HYDROMORPHONE HCL,BRONCHOPULMONARY ASPERGILLOSIS ALLERGIC,3,18,67,15,64,385196,3,15.0,64.0,385196,1003.28125,1203.7375,2869.845207123536,340.21934114084314,4258.97000460772,🔴 Strong
SETMELANOTIDE,MELANOCYTIC NAEVUS,5,24,85,19,80,385174,5,19.0,80.0,385174,1003.265625,1267.0197368421052,4712.882681640228,461.8294210140676,3476.043189328418,🔴 Strong
SUCCINYLCHOLINE CHLORIDE,BRADYARRHYTHMIA,4,48,36,44,32,385198,4,44.0,32.0,385198,1003.203125,1094.3125,3560.1695363004424,371.38822763819,3224.442129659764,🔴 Strong
HYDROXYCHLOROQUINE,TENDER JOINT COUNT,3,1149,4,1146,1,384128,3,1146.0,1.0,384128,1002.9477806788512,1005.5706806282724,750.7193773587292,104.51752678391658,9674.668209761056,🔴 Strong
HERBALS\PAULLINIA CUPANA SEED,ULCER,22,27,335,5,313,384938,22,5.0,313.0,384938,1002.9016684416046,5411.269009584665,6839.52182286729,2036.289383795906,14379.995558149163,🔴 Strong
BREO ELLIPTA,CAPILLARITIS,14,256,35,242,21,385001,14,242.0,21.0,385001,1002.6614583333334,1060.6088154269974,-5473.733871200142,533.0899525221544,2110.133672637002,🟢 Weak
ESCITALOPRAM OXALATE,MITE ALLERGY,19,178,60,159,41,385059,19,159.0,41.0,385059,1002.5897506166071,1122.276576161988,1349.933299400208,637.3875409378195,1976.0422545265055,🔴 Strong
INSULIN GLARGINE,MITE ALLERGY,19,178,60,159,41,385059,19,159.0,41.0,385059,1002.5897506166071,1122.276576161988,1349.933299400208,637.3875409378195,1976.0422545265055,🔴 Strong
ORENCIA,ACQUIRED PORPHYRIA,4,3051,4,3047,0,382227,4,3047.0,0.5,382227,1002.2353326778106,1003.5497210370856,501.1222135239215,53.04192267440986,18987.09533543162,🔴 Strong
POLYETHYLENE GLYCOL,BRONCHOPULMONARY ASPERGILLOSIS ALLERGIC,5,31,67,26,62,385185,5,26.0,62.0,385185,1002.2034339229969,1194.7425558312657,4628.616468045175,444.3996963813349,3211.995386894634,🔴 Strong
CALCIUM CARBONATE\MAGNESIUM CARBONATE\MAGNESIUM TRISILICATE,ARTERIOSCLEROSIS,4,9,175,5,171,385098,4,5.0,171.0,385098,1001.3489278752436,1801.6280701754383,3907.805563545303,479.6797021162056,6766.731402067424,🔴 Strong
BISMUTH SUBNITRATE,MICTURITION URGENCY,12,19,255,7,243,385016,12,7.0,243.0,385016,1001.3229369720598,2716.162257495591,11435.131576276028,1060.358638476535,6957.586934589586,🔴 Strong
LEVOCETIRIZINE HYDROCHLORIDE,DEATH NEONATAL,4,57,31,53,27,385194,4,53.0,27.0,385194,1001.2241715399608,1076.712788259958,3481.451683516186,364.1672787035061,3183.4557803487046,🔴 Strong
BUTALBITAL AND ACETAMINOPHEN,FACET JOINT SYNDROME,3,3,333,0,330,384945,3,0.5,330.0,384945,1000.7142857142856,6999.0,3467.999976850512,349.89319433889386,140002.72595343448,🔴 Strong
DDAVP,FACE OEDEMA,3,5,234,2,231,385042,3,2.0,231.0,385042,1000.7090909090908,2500.2727272727275,2959.5158167922395,415.8330970405851,15033.348127490875,🔴 Strong
BRINZOLAMIDE\TIMOLOL MALEATE,RASH PAPULAR,10,11,360,1,350,384917,10,1.0,350.0,384917,1000.6935064935066,10997.628571428571,9718.610892596256,1404.026155111998,86143.57628220555,🔴 Strong
TRIPROLIDINE HYDROCHLORIDE,BREAST CANCER STAGE II,3,11,108,8,105,385162,3,8.0,105.0,385162,1000.6935064935064,1375.5785714285714,2913.675728293765,359.9569149318453,5256.785819857756,🔴 Strong
UMECLIDINIUM,HYPERLIPIDAEMIA,6,15,160,9,154,385109,6,9.0,154.0,385109,1000.683116883117,1667.138528138528,5769.7968785451885,586.3073286179938,4740.43344905001,🔴 Strong
NORFLOXACIN,CARDIAC DISCOMFORT,3,33,38,30,35,385210,3,30.0,35.0,385210,1000.6363636363636,1100.6,2759.664899523834,320.98507123605106,3773.759182430008,🔴 Strong
VITAMIN E,ACTIVATED PARTIAL THROMBOPLASTIN TIME PROLONGED,8,35,96,27,88,385155,8,27.0,88.0,385155,1000.6311688311688,1296.8181818181818,7325.127774228015,573.3471120175138,2933.1924090041366,🔴 Strong
VINORELBINE TARTRATE,PSEUDOMONAL SEPSIS,4,35,48,31,44,385199,4,31.0,44.0,385199,1000.6311688311688,1129.615835777126,3662.107528402117,382.6837455531741,3334.429411403235,🔴 Strong
DOBUTAMINE HYDROCHLORIDE,PLEURITIC PAIN,8,40,85,32,77,385161,8,32.0,77.0,385161,1000.6181818181818,1250.5227272727273,7238.648938584792,558.3564633191445,2800.7324964585964,🔴 Strong
SULFATHIAZOLE,BONE EROSION,20,44,195,24,175,385059,20,24.0,175.0,385059,1000.6077922077924,1833.6142857142856,3439.984502988489,994.659138948508,3380.194497915894,🔴 Strong
